,drug,condition,rating,duration,review_date,upvotes,review,username
71,Seroquel,Bipolar Disorder,8.0,Taken for 1 to 6 months,"June 26, 2019",33,"I suddenly became manic and would have been hospitalized if it weren't for this drug.  They started me at a baby dose but with my emotions on fire they quickly upped the dose to 100mg.  I'm 58 years old and following this crisis I was diagnosed with Bipolar II.  I'm still agitated and angry during the day an having terrifying dreams due to PTSD.  Everything that was buried inside me is now coming to the surface through therapy.  They just raised the Seroquel to 300mg.  Hopefully I'll be able to sleep.I've lost 5 lbs, when I gave up Trazodone and they put me on Abilify, my appetite was cut in half.  I also take Lamotrigine 200mg and Elavil 20mg for migraines and fibromyalgia.To me, Seroquel is a wonder drug.Good luck!",diner88
72,Seroquel,Bipolar Disorder,6.0,Taken for 2 to 5 years,"May 6, 2019",13,"I took seroquel in a lower dose in the morning for agitation and anger management along with my mood stabilizer for bipolar and a larger dose at night to put me to sleep for years and it was very affective. However, I had suicidal thoughts that might have been worsened by it. If you're a parent or caretaker and your child has a history of suicidal tendencies please keep this medication (and all medication) locked up or in a place your child doesn't have access to.",alyssa
73,Seroquel,Bipolar Disorder,9.0,Taken for 1 to 6 months,"April 27, 2019",125,"I was put on Seroquel 4 months ago as before I was on it I had really bad, uncontrollable mood swings throughout the day. After about 3 months of really struggling I had a really bad depressive episode where I was convinced people at work were out to get me. My mind was racing extremely fast, I had a huge amount of anxiety, and was extremely stressed out combined with really low sinking depression. I had to spend 24 hours in a hospital and they put me on Seroquel and a few other medications. The Serooquel  has completely saved my life, along with my support system. I had low sinking moods occasionally for about 2  months and had my dosage upped. Now I'm at 200mg every night and am about 90% stable. I was diagnosed Major Depression W/ Psychotic Features but since have been diagnosed with Bipolar II. If you're having mood swings or intense anxiety with an out of control racing mind please don't force yourself to push through it. Try seroquel and it might give you your life back like it did me.",Tayson
74,Seroquel,Bipolar Disorder,,Taken for 2 to 5 years,"April 17, 2019",44,Have been on many meds that were inappropriately used for my anxiety and instability including high dose Depakote and tryclic anti depressants making me more unstable with unbearable antipsychotic overloads. Eventually a sedative dose of seroquel around 125-150 mg worked very well for calming down anxiety intrusive thoughts and allowing me to sleep. It is ridiculous that some of the doctors who aggressively medicate and aren't cautious because the right dose of helpful medication can be life saving while a bad approach can cause instability that caused serious problems in my life. Then unfortunately psychiatrist often blame your condition over their inappropriate treatment so it's important to be aware of what's going on with you.,Jake
75,Seroquel,Bipolar Disorder,10.0,Taken for 2 to 5 years,"April 16, 2019",26,Seroquel has been life saving for me after being on the wrong medications that  it made more unstable so I ended up being  in hospitals for years.  Now at 125-150 mg of seroquel I’m able to get rest and have reduced agitation and anxiety and am finally stable. I have also been put on higher doses which felt uncomfortable but the right dose has been life saving.,Jake
76,Seroquel,Bipolar Disorder,8.0,,"April 9, 2019",44,Due to weight gain I tried other medications to help control manic thoughts at night and help me sleep. Nothing works. What I decided to do was actually up my dose with my doctor so that the effects of sleepiness would kick in before the hunger. I take 200mg Seroquel at night with a combination of 300 mg  Wellbutrin XR for depression and 150 mg Lamictal for mood stabilizing during the day. I take 15 mg of BuSpar twice a day for anxiety. I got off all of these when I was pregnant and was complete basket case. This drug cocktail worked for 10 years and I spiralled when I went off of it. Since I’ve been back on my meds four months I’m completely normal again; functioning at a high-level. I run a very successful business and I know that I could not do it without these medications. I have virtually no side effects except for if I stay awake for too long after taking the Seroquel I will get on uncontrollable hunger. Seroquel does cause dry mouth in the middle of the night but it’s worth it,Tk
77,Seroquel,Bipolar Disorder,1.0,,"March 30, 2019",43,"Warning: may trigger suicidal thoughts.  History: I was prescribed Seroquel after multiple meds weren’t helping to improve my depression. Quickly, my depression got markedly worse to the point of me not being able to get out of bed and not bathing because they felt too exhausting. I also had my suicidal ideation and thoughts get overwhelmingly worse. My psychiatrist increased my dosage and it just got worse. I had to change psychiatrists (unrelated to this) and my new psychiatrist immediately had me taper down my dosage with the goal of getting off the Seroquel completely. Once I got off of it completely, I felt like a new person - no depression or suicidal thoughts since. I know this med has helped a lot of people and I am so happy it has. I don’t think many other people have had this experience, but wanted to put it out there that it wasn’t good for me and if anyone is having similar experiences, please speak with the person who prescribed it and know that it can get better.",Ahimsa
78,Seroquel,Bipolar Disorder,9.0,Taken for 6 months to 1 year,"March 27, 2019",31,"Seroquel has been a life-changer for me. It has curtailed my manic episodes and kept me sane as I struggle with bipolar I with paranoid features. I recently attempted to switch to Geodon due to weight gain, but I immediately switched back to Seroquel because the benefits outweigh the risks of some mild weight gain. I take 400mg daily: 200 mg in the morning and 200 mg in the evening. It helps me get a decent night’s sleep which is crucial for keeping me from slipping into bipolar episodes. I give it a 9/10 because the weight gain can be a moderate annoyance.",Anonymous
79,Seroquel,Bipolar Disorder,10.0,Taken for 1 to 2 years,"February 23, 2019",27,"I’ve had many problems with the wrong medications making me more unstable including restlessness. My seroquel dose was raised very quickly to 250mg in hospital, then overmedicated after. But now after working with a doctor for a long time my doses are between 75-125mg and have been life saving to calm me down and help me sleep and think clear after having very bad insomnia caused by anxiety. Ignorant doctors call this a sleep dose but it has many mood stabilizing benefits for people sensitive to medications. I also take with lamictal in morning and Gabapentin at night Klonopin as needed has been life saving.",Anonymous
80,Seroquel,Bipolar Disorder,6.0,Taken for 2 to 5 years,"January 15, 2019",10,"Good drug, pity that for my anxiety was not sufficient",Pat286
81,Seroquel,Bipolar Disorder,10.0,Taken for 10 years or more,"November 13, 2018",36,I’ve been on Seroquel for years-150mg at night to sleep. I combine it with 50 mg Trazodone and 0.5mg of Klonopin. I sleep through the night and I can deal with my anxiety and Bipolar 1. Diagnosed 22 years ago and tried just about every other drug suggested. This works-I get 8-9 hours of sleep a night. I’m a bit groggy in the morning but It’s worth it to be stable and functional,Poohbear
82,Seroquel,Bipolar Disorder,9.0,,"November 9, 2018",36,"I struggled with bipolar 1 disorder and before I found this medication I was all over the place. When I was manic I was like supergirl and when I was down I felt so pathetic and worthless. When I first got on this drug my ups and downs got better but they were still problematic. But, it’s almost been a whole year since I got on it and I have never felt more stable so I’d say it takes time but it’s worth it. I’m not at creative as I was when I didn't have any treatment, but I am still passionate (and sane lol) and that honestly makes up for it. And I definitely do not get that low. I have my fair share of struggles but I’ve learned that it’s ok, it’s life, but nothing like the highs and lows I experienced before.  It’s a miracle pill for me.",Baibai
83,Seroquel,Bipolar Disorder,8.0,Taken for 2 to 5 years,"October 25, 2018",30,"I have been on Seroquel XR for 2.5 years now with doses ranging from 150mg to 250mg. Currently taking 200mg. It does work, BUT it works very slowly, therapeutically talking. The anti anxiety effects kick in I would in a week or two maximum and the sleepiness is very intense in the beginning. What I don’t like about it, is that you get used to the dose very quickly and the symptoms return needing to either up or lower the dose. It’s not a super stable medicine. The first days of upping the dose you do feel more stable, calmer, peaceful but a week after you find yourself asking for more. Now therapeutically, it brings you back to earth, you know, but it’s not enough. In my case the lack of motivation is a big thing for me. It was so bad my doctor thought I had attention issues and wanted me to try Adderall and I said no because I knew it was from seroquel. Anyway, all antipsychotics are motivation killers and make existing depression worse and trigger ADHD in my case. Good luck.",GR
84,Seroquel,Bipolar Disorder,,Taken for 5 to 10 years,"October 10, 2018",21,"Ive been on seriquel 400mgs for a lot of years, ( it was a lot higher dose.  I am bipolar type 2,  diagnosed in 2010, and if I take anymore I cannot get good sleep. I am amazed to read the comments\post how people are sleeping so well and are groggy on a 100-200mg tablet! Wish I could!!  Lol.  I'm on a 400mg dose and I can't sleep well at all? Should my dose be increased? Or should another medication be added? I fall asleep but  I'm not sleeping a load of hours, I get like 5-6 hours sleep no matter what time I take the dose.",Am7
85,Seroquel,Bipolar Disorder,,Taken for 5 to 10 years,"October 8, 2018",19,"I have been on Seroquel for a little over 5 years, and currently at 100mg (was higher but I could not function). I am Bipolar I and have been since 1984. It was offered to me for my depressive side, and I can tell you for a fact, it didn't help at all for the mania (except it did and does help with sleep). After suffering through severe depression for about 2 years, Seroquel was introduced to me at the hospital. I went through some terrible side effect(s) that included legs with uncontrollable twitching and with arms. I still have twitches with my left arm but not often. The other effect is with the libido. I have no desire for this anymore. Is the drug worth it? I certainly is for me; without this, I am a goner to the mania world.",Dave
86,Seroquel,Bipolar Disorder,10.0,Taken for 5 to 10 years,"October 6, 2018",24,All the antidepressants were no good. Seroquel is the only med found to stabilize my mood.,Yogibear
87,Seroquel,Bipolar Disorder,1.0,Taken for less than 1 month,"September 29, 2018",14,Gave me extremely painful full-body muscle cramps. The muscles in my eyes even cramped up.,Megumi
88,Seroquel,Bipolar Disorder,,Taken for less than 1 month,"September 28, 2018",17,"This drug works for me, it's a great drug, I'll give it a 10 out of 10.",Sam
89,Seroquel,Bipolar Disorder,8.0,Taken for 1 to 2 years,"September 17, 2018",12,"I use this drug in a low dose, 25 mg, to help me sleep.  I am diagnosed BP1.  It makes me tired enough to get to sleep.  I do not feel extremely tired, but if I lie down and close my eyes I fall asleep quickly, and usually can stay asleep for 7 or more hours.   Some days, I do feel very groggy but it is worth it to me.  I drink very little alcohol - one beer every two weeks or so, but if I drink the beer close to bedtime the combination makes me extremely tired.   I have gained 15 pounds since my last Bipolar  major episode (Severe M followed by severe D in fall 17 to winter 2018).  All the gain happened on olanzapine (discontinued) but either lithium or seroquel seems to have made it tough to take some of that weight off.",Alt jay
90,Seroquel,Bipolar Disorder,,Taken for 6 months to 1 year,"August 25, 2018",17,"It changed my life. I am bipolar, and have far less episodes. I can’t remember the last time I had one. Not only that, but it has substantially helped my insomnia in combination with other medications.",Slayer
91,Seroquel,Bipolar Disorder,3.0,,"August 21, 2018",11,"Diagnosed bipolar II early 2017, age 29. A combination of 100mgs of lamotrigine + 20mgs Lexapro worked better to stabilise my moods/reduce my anxiety than anything ever had before, I was happy. Partner and I decided I was in a good place to start planning for a baby however my psych warned of the possible risks of conceiving on lamotrigine so I began a 12 mth period of transitioning to Seroquel, which is considered lower risk during pregnancy that lamotrigine. Transitioning between drugs was going to be destabilising - I was prepared for that. What I wasn’t prepared for, was getting to a point where I should have stabilised on my 200mgs of Seroquel, and to be more depressed, more tired, more overweight, less motivated, more aggressive/irritable, than I had been in a very long time. I gained 10kgs in a year, my appetite was HUGE, and I could barely function due to heavy sedation. Back on lamotrigine now and feeling much more like my happy self again.",fly_sun_fly
92,Seroquel,Bipolar Disorder,7.0,Taken for 1 to 6 months,"August 17, 2018",18,"I've been on seroquel 100mg for about a month. My psychiatrist said I had some of bi-polar 2 and signs of depression. I couldn't get out of bed and I had suicidal thoughts.  I began on 50mg the first two days then bumped up my dosage to 100mg. The first couple of days were pretty scary.. the side affects kicked in a bit. I had an anxiety attack while driving and had to get off my car (has never happened before.) One night I woke up in the middle of the night..couldn't breath felt like like I was about to vomit and pass out. About a week later, I began to feel better. Normal! Except for struggling to wake up in the morning. I am on my last week of the month and I'm starting to feel depressed again.. I jump in my sleep and get startled quickly. I have vivid dreams and sometimes I don't know if It happened in real life or not. Don't know why.. not sure if I need to change medication or dosage?",MARLENE L
93,Seroquel,Bipolar Disorder,8.0,Taken for 1 to 6 months,"August 11, 2018",12,"I'm 18 and was diagnosed with Bipolar type 1 about a year ago. I've been using 200MG of Seroquel for a couple of months now and it's really helped my mood. I was suffering from a bad manic episode and it calmed me down within 1-2 weeks or so. The only bad side effect is increased appetite, sleeping a lot and nausea but I got over those within a couple of weeks.",Oli
94,Seroquel,Bipolar Disorder,10.0,Taken for less than 1 month,"August 7, 2018",18,I love it for sleep. Honestly I was on ambien and I took way too many and it wasn't safe. I honestly thought nothing could work like it but seroquel was a life saver. I sleep like a rock. It does make me hungry though,Nick i
95,Seroquel,Bipolar Disorder,10.0,Taken for less than 1 month,"July 2, 2018",16,"I loved that this helped me sleep. Put me to sleep and kept me under. It gave me a baseline between my ups and my lows that I never really had experienced before. I unfortunately was having a reaction to it, every night my entire body would buzz/shake. I'd wake up to that horrendous feeling and fall back under.Beside the reaction I really loved it. Too bad my body reacted like that.",Max
96,Seroquel,Bipolar Disorder,5.0,Taken for 6 months to 1 year,"June 19, 2018",12,"Seroquel and I have a love hate relationship. When I first started taking it, I was in a hospital, my psychiatrist prescribed it. I had super vivid dreams.. but he insisted I stay on it and they’d go away. He was right, they did. Seroquel works great to calm your mind when you start receiving the correct dosage. However I’m sleepy all the time! It’s definitely a drug that I don’t want to be on very long. I’ve gained about 20lbs since being put on it, 7 months ago. ",UpperSM
97,Seroquel,Bipolar Disorder,8.0,Taken for 1 to 6 months,"June 16, 2018",15,"Of all the meds I’ve taken for my bipolar Seroquel is the best with the least side effects. I’ve been on Abilify, Depacote, and another one can’t remember the name. Horrible side effects...severe blurred vision, rash, panic attacks, restless legs, insomnia, gastritis, blood in stools and more. Seroquel is working for me and for that I’m very grateful.",Tootie
98,Seroquel,Bipolar Disorder,1.0,Taken for 6 months to 1 year,"June 12, 2018",12,Literally garbage. Did not help moods. Slept 12 hours at night and still needed 2-6+ hours of naps in day. No control over when to sleep. Lots of weight gain.,Rabbit
99,Seroquel,Bipolar Disorder,8.0,Taken for 5 to 10 years,"June 11, 2018",14,"The Cons: higher appetite, weight gain, diabetes, cognitive dulling.The Pros: I take 800/day all at night and once a quarter I accidentally double dose and feel perfect after that.  I just slept for 24 hrs during a stay-cation and wow do I feel good and sharp.  So my employer is aware of my condition and we structure my workload, such that I do serious creative computer programming in the afternoon after the ""dulling"" wears off.  My advice is to take it all at 8pm and get in bed at 8:30 - 9:00.  Then you will be able to do normal work at 9am and complex work after noon.  Diet and exercise are key, because you have to manage the diabetes that comes with it.  If I feel depressed or manic, I might add 400mg and that usually fixes it, but that is probably risky.  Also note that the generic is really cheap now, under $25/month at max legal dose.  Or $54 for 3 months worth.",john b
100,Seroquel,Bipolar Disorder,9.0,,"May 27, 2018",9,"It slowed my mind down so I could sleep. My Dr - psychologist and psychiatrist worked together with me to find the right does. 150 mg is perfect. I had been sleep deprived for years, and was told to sleep no less than 12 hours for 2 straight months. I would take 50 mg for a few days then 100mg a few days later I was up to my full dosage. After adding an extra pill, the first mornings were a little rough, holding on to the walls and walking slowly for the first 5 or so minutes of waking.  This has made my life so much better in combination neither Clozanepam. I don’t have anxiety or panic attacks. My psychologist isn’t urging me and making arrangements for me to check into a hospital to get rest. These 2 drugs have changed my life and I’ve monitored my weight,",Angela
101,Seroquel,Bipolar Disorder,7.0,Taken for 2 to 5 years,"May 25, 2018",9,"I give Seroquel 7 out of 10. It works like a charm for my crazy head, but that doesn't seem to change the fact that it has  sedative side effects",Elsbeth
102,Seroquel,Bipolar Disorder,10.0,,"May 13, 2018",4,I take 800mgs of Seroquel and 1 mg Zolipderm. I have bipolar 1 and PTSD With this combination of pills I sleep all night with no side effects. I take Lorazepam 1mg twice a day as needed and take Adderral 20mgs 3 times a day for my ADHD. I was having fainting spells. I was so sick I had to be admitted to the hospital. Stayed two days back to normal.,Ann
103,Seroquel,Bipolar Disorder,10.0,Taken for 1 to 6 months,"April 25, 2018",22,"I am a teenager and I was recently diagnosed with bipolar disorder. At first everyone thought it was just depression so I was put on prozac. Prozac made me worse. It increased my anger, but that was just because I didn't have depression. I switched psychiatrists and found out I was bipolar. I was put on a low dose of Seroquel (50mg) and within 3 weeks I was on 200mg. Seroquel works extremely well to mellow out my moods and keep me from being depressed or manic. Only side effect I'm experiencing is weight gain but that is not a bad thing as I have been underweight for a long time.",Gab
104,Seroquel,Bipolar Disorder,,Taken for 1 to 6 months,"April 23, 2018",22,Seroquel is a total hell. It gives you the impression that your brain is burnt by it in a very conscious way. All your person seems possessed by it... It's like a chemical weapon... It's a so unpleased sensation that I now react so badly when a professional is talking to me about it. I've so much suffered by this. How a so small pill can do so much harm? The sensation can't even be described. It literally just erased my mind when I take it at times.  Don't try this!,Anonyme
105,Seroquel,Bipolar Disorder,4.0,Taken for 1 to 6 months,"April 18, 2018",16,"I used this medication at the peak of my mania induced paranoid psychotic episode and it helped calm it immediately. However, I am extremely sensitive to medication, so while taking only 25mg of this I became so tired that I couldn't possibly stay awake. Even though I took it at night, it became dangerous because I could no longer walk or talk properly, I even considered peeing in the bed because I couldn't even walk to the bathroom..lol. Although it completely knocked me out for 8+ hours and I had a fantastic sleep, when I woke up I was still tired.. which eventually made me depressed. I ended up stopping this medication because I couldn't get the dose up to where it needed to be to control my bipolar symptoms (any higher than 25mg and I'd start drooling). I guess I'm just very sensitive.",Paranoid
106,Seroquel,Bipolar Disorder,10.0,Taken for 1 to 2 years,"April 16, 2018",10,Amazing. This stops my body from producing too much energy. and makes me sleepy. Alot of people don't know schizophrenia is just extreme mania. when your brain produces too much dopamine & you can't sleep. This medication saved my life :) I recommend taking it with prozac & lamictal.,Haimé
107,Seroquel,Bipolar Disorder,9.0,Taken for 2 to 5 years,"March 8, 2018",10,"3 years ago I was hospitalized for a suicide attempt & diagnosed with rapid-cycling bipolar. I was put on a low dose of seroquel until I could get in to see the psychiatrist a month later. It definitely levelled out my mood and made me feel much more stable within days. Even after switching meds 3 times since, I still use seroquel as a supplementary medication and I have no desire to get off of it",Cboxjett
108,Seroquel,Bipolar Disorder,1.0,Taken for less than 1 month,"February 25, 2018",15,"I was put on this med years ago and taken off. I asked him why I stopped taking it because of weight gain, I don't feel that was the only reason. I have had problems with anxiety and depression for a long time, but it got extremely worse. The anxiety was so bad that I couldn't eat, gave me worse flashbacks from my PTSD which was caused by trauma throughout my life (domestic abuse and rape). I got headaches, eye pain, palpitations, my hypothyroidism was all off, stomachs pain, worse depression to the point I lost weight which I am already thin. I could go on, but the Dr didn't take into consideration that I suffer from epilepsy, got vertigo, seizures increased. I ended up yesterday in a crisis center because I couldn't stop crying, and had racing thoughts which I forgot to mention. And the flashbacks of my life was one after another. Just was not a good choice of medication for me, especially with physical issues.",Jean
109,Seroquel,Bipolar Disorder,2.0,Taken for less than 1 month,"February 21, 2018",11,"I was prescribed Seroquel for treatment resistant depression. I only took it for about 2 weeks. For every night I wasn't able to sleep my doc upped my dose. Which was most nights. In my opinion, it was upped too quickly. It literally made me feel like I was going crazy. I'm aware that is a very subjective feeling, but I can't put it in words how bad it made me feel. I would still recommend it only if titrated very slowly.",VickyEE
110,Seroquel,Bipolar Disorder,9.0,,"February 21, 2018",7,"works well. It  knocked me out, sleep great through the night.. was having a hard time sleeping with other insomniac medications, & by far this is the best so far. I only started taking it so I'm not sure, what the side effects will be.( I'm taking it for bi polar)",kylo G
111,Seroquel,Bipolar Disorder,,,"February 15, 2018",9,This has helped me immensely in combo with lexapro to treat anxiety and depression,jensrda
112,Seroquel,Bipolar Disorder,1.0,Taken for less than 1 month,"February 1, 2018",17,"I'm surprised to see so many positive reviews for seroquel for depression and panic/anxiety. That is why I was prescribed it 2x a day and I didn't take it very long. Everyone is different, I'm glad it works for others, for me I was extremely tired 24/7, had to force myself to get up and stay up and do anything, I felt like I was out of it like it wasn't even to help me mentally and emotionally but like I took a street drug. I was so tired and forcing myself to stay up. I couldn't do anything luckily I didn't have a job at the time. This drug did not help me. Everyones different though, I'm sure it has helped others. To me its like seroquel=sleep.",mae77
113,Seroquel,Bipolar Disorder,10.0,,"January 31, 2018",59,"the reason I'm rating this drug 10/10 is that it does not stab you in the back , and it does not ask for increased doses , it works all the time , and kicks in fast , and makes you feel euphoric combined with sleepiness. If stayed awake more than 30 minutes after taking it , you will feel hungry , so if you are worried about gaining weight just take it and sleep.  Find your correct dose that works well , and remember good sleep equals good mood. If you feel sleepy the next day , thats if ' drink some coffee + 1 cup of water.  And remember to do 20 minutes of exercise every day just not before going to sleep and you will feel batter 100%",Light_bringer
114,Seroquel,Bipolar Disorder,9.0,,"January 26, 2018",12,"This drug has changed my life. I'm on 300 mg and find it helps me sleep and stops me from becoming stupidly manic. I haven't gained any weight but I go to the gym and walk every day, so I'm very active. My only complaint is it takes me quite a while to wake up in the mornings. I'm also on 300 mg of Lamictal.",Anonymous
115,Seroquel,Bipolar Disorder,3.0,Taken for 1 to 6 months,"January 21, 2018",13,It does help with sleeping and my brain was so calm BUT I was only on 25 mg and I gained 15 pounds in 3 months. I was constantly hungry but even if I only ate salad it would just keep me at the same weight. It was the gross cellulite chunky fat! My metabolism and thyroid was changed. I went off Seroquel to stop my body from changing so much.,Shanny5150
116,Seroquel,Bipolar Disorder,2.0,,"December 26, 2017",23,"I was on numerous different bipolar medications but this one was the worst! This medicine landed me in the hospital. I had pain in right waist when I urinated. My creatinine levels were high. And picked up a LOT of weight. I wonder if some of these reviews weren't written by the company itself. It seems there are lots more people struggling with these meds. I weaned off it but now it seems I have bad withdrawals, blood pressure problems, headaches, fainting, dizziness, severe insomnia, heart palpitations, red spots on my skin, my insides feels like they are shaky!I would never ever recommend this",FOUNDSHEEP
117,Seroquel,Bipolar Disorder,8.0,Taken for 1 to 2 years,"December 22, 2017",23,"Seroquel saved my life. With it, I can sleep deeply, I can restrain myself from impulsive behavior, it calms my anxiety, and it stops my irritability.I am a rapid cycle bipolar 2. I've noticed I have a 3 day gap of not taking it before my mania comes back. The only side effects that I've experienced is sweating/dry mouth (so stay hydrated) and seroquel munchies. Right before bed as it hits me I get the munchies. If I eat right before I take it, I don't have such an intense craving for food. Rate 8/10.",Anonymous
118,Seroquel,Bipolar Disorder,1.0,Taken for 10 years or more,"December 11, 2017",19,This stuff is terrible! I have been on it for a very long time and had a lot of side effects like weight gain but the worst one was the dry mouth. I would drink 4 bottles of water every night and eat hard candy and spend most of my time in the bathroom.  I also wanted to eat everything in sight. My doctor finally took me off this stuff and I'm on another drug like it but without all the side effects. I'm also feeling a lot better mentally.,cat momma
119,Seroquel,Bipolar Disorder,9.0,,"December 8, 2017",26,"I usually don't post on these sites but I had to with seroquel. First off, if you are on this drug, you have to give up drugs and alcohol. It does suck but I still party and go out and have fun with my friends, just sober fun. But learning how to dance your butt off without the help of alcohol is actually pretty liberating. I just want everyone to know that without going completely sober on this drug you get 1/2 the benefits of it. I drank half a drink the other night and was fatigued for 1 and a half days and was late for work. Imagine if I had two drinks every night I went out! I would be sleeping all the time! For everyone with Bi Polar, we know that taking care of ourselves and sleep is very important. We got this guys<3",1017forever
120,Seroquel,Bipolar Disorder,5.0,,"December 7, 2017",7,"OKAY SO, I was put on this medication to help manage my ""bipolar disorder."" This medication would either COMPLETELY knock me out, or I would be able to fight it and stay awake throughout the night snacking ALL NIGHT long. it made me so hungry, and I gained 40lbs on it. My doctor NOW wants to put me on Ziprasidone which is similar to this medication, and I am very hesitant.",Merrrrr
121,Seroquel,Bipolar Disorder,4.0,,"December 6, 2017",5,"Made my mood a thousand times worse, only helps with putting me to sleep",cmcmr
122,Seroquel,Bipolar Disorder,10.0,Taken for 6 months to 1 year,"November 28, 2017",9,"Very effective. I feel human again. Sometimes you don't realize how far gone you are until you're better. No side effects other than weight gain which can be managed with a proper diet. I feel 100%. I'm also on Lithium, buspar, lexapro, and the Seroquel is 200mg. Seroquel really feels like it made the difference or topped it off.",jesus' grandfather
123,Seroquel,Bipolar Disorder,,,"November 26, 2017",10,"I have Bipolar 2 , depression, anxiety  and so started taking seroquel in 2005. It has helped my racing thoughts, some of my nightmares, and fears, and it has helped me sleep. I gained a lot of weight on it. It has helped me to get better with my mental health issues. I think it's helped me have a better life. I'm grateful to all the people who made seroquel a medicine that's approved for people to use . Because it helps me feel a lot better. I take also citalopram for depressions. And Ativan for anxiety. I also take depakote.",Sarahcaramelcoffee1993
124,Seroquel,Bipolar Disorder,9.0,Taken for 2 to 5 years,"November 14, 2017",8,I have been on 11 meds in 5 years.  MDD re diagnosed as Biplar1 three years ago.  Seroquel works for me.  Started on 25 mg q.d. But after psychotic break out am up to 400mg.  Plus 900mg Lithium.  I think we’re getting close to right cocktail including Adderall and atavin when required.  No weight gain but have had eating binges.  Makes me sleepy but I’m ok by 10:00 am with sheer guts and. Coffee.  I am thankful for these medicines.,Teruterubozu
125,Seroquel,Bipolar Disorder,8.0,Taken for 2 to 5 years,"November 12, 2017",13,"I had side effects beginning Seroquel which subsided after 6 weeks, I grew to appreciate this drug it did wonders for my racing thoughts, plus sleep. BUT now need to come off it after many years omg- even tapering its horrible, I'm off it now and I’m suffering withdrawals. So extreme lethargic, depressed, fluey, had 2 weeks of random vomiting plus still had  nausea and can hardly look at food. I used to call Seroquel my friend and smile but now my light headed ness is back. I wish I had energy and could eat well. 2 weeks this could last or more. Just putting this out there, I was a fan and still am I guess of this drug, but coming off is hard. I hardly ever get side effects and have gone off quickly with some, but this - this is hard, this is",Platypus Girl
126,Seroquel,Bipolar Disorder,9.0,Taken for 1 to 2 years,"November 5, 2017",14,"I was in and out of the psych ward for psychosis (diagnosed bipolar I with mania induced psychosis) for years until I finally committed to taking my meds and was put on seroquel 200 and lithium 900 nightly. I slowly weaned down the seroquel and have been at 25 mg for the past year in addition to the lithium. I have had zero episodes and have had a cool, stable mood since then. Seroquel works great for insomnia and the regular sleep has helped keep my mania non-existent. On a low dose the weight gain is manageable with proper diet and exercise and there are little to no side effects (besides the serious munchies.)",Reyyya123
127,Seroquel,Bipolar Disorder,10.0,Taken for 6 months to 1 year,"September 15, 2017",19,"Six months without a bipolar cycle.  I want to socialize again, date, have friends around, and I'm always in a decent mood.  Amazing medicine.  I take 300 mg of quetiapine with 1200 mg lithium and 200 mg lamictal.  My cocktail works!",Scw
128,Seroquel,Bipolar Disorder,10.0,Taken for 1 to 2 years,"September 5, 2017",38,I try to avoid going on these forums because they always give me anxiety about the new medication I am trying out. I have let this forum make me think that side affects were happening to me that really weren't in the past. Seroquel is amazing. I have Bi Polar and Seroquel was not out when I was first diagnosed. I started on it May of 2016 and I have had to increase my dose 100mg since then and it has changed my life. Seroquel has given me the ability to start to live my life more the way I want to live it. I wanted to  post that here to not discourage someone who is starting out on it. My psychiatrist heard about this from one of the top Bi Polar doctors in the world speak at Harvard. This drug is wonderful and so helpful.,BiPolarEarlyTwentiesGirl
129,Seroquel,Bipolar Disorder,8.0,Taken for 5 to 10 years,"August 10, 2017",17,Seroquel was prescribed for sleep disorder and it works just fine without any hangover the next morning,Anonymous
130,Seroquel,Bipolar Disorder,10.0,Taken for 2 to 5 years,"July 29, 2017",17,"I have mainly been given this medication for insomnia, and for several years it worked incredibly to help me sleep every night, the withdrawals are rough when I don't have it, and my insomnia get's really bad as well. I think it helped my anxiety depression some too. All of a sudden at 200mg it stopped working! Was very bummed out, but luckily doctor has found a replacement.",5150Aries
131,Seroquel,Bipolar Disorder,6.0,Taken for 2 to 5 years,"July 26, 2017",15,"I first took Seroquel about five years ago. I liked it because it didn't have the same side effects, such as feeling extremely anxious, as other anti psychotic medications have.  The problem that I had with it was that it gave me a huge appetite.  The medication alone caused me to gain weight.  Needless to say I no longer take it.",Pete0315
132,Seroquel,Bipolar Disorder,10.0,,"July 24, 2017",24,Hello! I have bipolar 1 with psychotic features and I have been taking seroquel instant release for almost four years. Currently I take 300 mg in the morning and 600 mg at night. Seroquel has helped my depression like other but at the same time has kept my mania and psychotic episodes at bay. Don't know where I would be without this drug!,glennbp1
133,Seroquel,Bipolar Disorder,8.0,Taken for 2 to 5 years,"May 20, 2017",9,"At one point, I was on regular seroquel as needed and seroquel XR daily. During this time, I gained a lot of weight that I just could not take off. I was prescribed the seroquel as needed, 25 mgs up to 3 times a day. Later on, I was going through something else and seroquel had just gone generic. My psychiatrist put me back on the 25 mg pill as needed. I rarely used it and this time I didn't gain any weight from it, which I was relieved about. I know they say that the lower doses are supposed to make you really tired, but that didn't seem to have any effect on me.",Gastroparesis Girl
134,Seroquel,Bipolar Disorder,1.0,,"May 1, 2017",18,Ambfly made me gain 100lbs in 8mos. I got off of it and started to loose 5lbs a night. My bad episodes got worse. I wish. I had the right information about this drug. If had known about the drug beforehand I would never have taken it,Suzzie Lu
